column_name,dtype_train,unique_including_null_train,unique_non_null_train,null_percent_train,sample_values_train,dtype_test,unique_including_null_test,unique_non_null_test,null_percent_test,sample_values_test,present_in_train,present_in_test,dtype_mismatch,unique_non_null_gap_test_minus_train,null_gap_test_minus_train,max_null_percent,has_difference
loan_status,category,9,9,0.0,"[""fully_paid"", ""charged_off"", ""current"", ""in_grace_period"", ""late_(31-120_days)""]",category,7,7,0.0,"[""current"", ""fully_paid"", ""late_(31-120_days)"", ""in_grace_period"", ""charged_off""]",True,True,False,-2,0.0,0.0,True
